tweet_id,text,created_at,user_id,like_count,retweet_count,engagement_rate,lang,export_timestamp,dataset_version
2001517655950528596,Pangan murah dan bergizi tetap tersedia rakyat senang pemerintah perhatian banget,2025-12-18 04:59:30,863423486613573632,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517530192712030,"Makan Bergizi Gratis bukan cuma bantu anak sekolah, tapi juga nyiptain 1,5 juta kerjaan baru! Pemerintah emang niat bantu rakyat 💪🍛",2025-12-18 04:59:00,1187659441,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517526543720950,duh kayanya wni beneran bisa gila gara-gara kelakuan pemerintah,2025-12-18 04:58:59,798078139385556992,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517513772085527,"@y4n_yodas @projectm_org Betul, dan tidak hanya karena ktidaktertarikan pada masalah politik, namun juga karena buta politik dan secara kognitif tidak cerdas dan pintar (yg memang dipelihara bodohnya sama pemerintah). Makanya gampang dikadalin.",2025-12-18 04:58:56,1530791769188708358,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517513029619802,@kompascom Parah gak bisa diharapkan sebaiknya team Reformasi bentukan pemerintah dibubarkan saja berlakukan saja surat keputusan Kapolri biar garong merajalela sudah bisa diprediksi kaisar garong dan aparat semuanya team Garong yang solid.,2025-12-18 04:58:56,1059458595626971136,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517506150978005,Komisi III DPR RI mendorong pemerintah segera menerbitkan Peraturan Pemerintah (PP) beserta aturan turunan teknis lainnya guna mendukung implementasi Kitab Undang-Undang Hukum Pidana (KUHP) yang akan mulai berlaku pada 2026. Anggota Komisi III DPR RI Fraksi Demokrat Benny K. https://t.co/ARlCQlMICL,2025-12-18 04:58:54,2570087317,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517480410579095,@Gooren26 @sefkelik Nak harapkan bantuan pemerintah je,2025-12-18 04:58:48,1632254408221396992,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517476216279185,"Bayi lahir 2025-2028 dapet $1.000 dari pemerintah, orang tua bisa tambah sampai $5.000/tahun (bebas pajak), dan perusahaan bisa match sampai $2.500. Duitnya diinvestasiin ke indeks saham, nanti dewasa bisa dipake buat kuliah, beli rumah pertama, atau modal usaha.",2025-12-18 04:58:47,1615732040007319557,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517411728822577,"BlackRock bakal match kontribusi pemerintah $1.000 buat Trump Accounts karyawannya. Artinya, tiap karyawan BlackRock yang punya bayi baru bisa dapet tambahan $1.000 lagi dari perusahaan. https://t.co/RXoIxspAEn",2025-12-18 04:58:32,1615732040007319557,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517377767477288,Pemerintah Prabowo bersama TNI Mobilisasi semua sarana untuk suplay kebutuhan pangan dan air bersih dilokasi bencana #PrabowoBersamaRakyat #MenteriDesaPeduliBencana #PendampingDesaBantuBencana @prabowo @YandriSusanto27 @ArizaPatria https://t.co/a3snvJtN9s,2025-12-18 04:58:23,1919344020507287554,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
